fan_id,tiempo_entre_llegadas_min,tiempo_venta_min,tiempo_llegada_abs_min
1,0.02659516774358754,0.031409713831253454,0.02659516774358754
2,0.004205949739548104,0.35717506011298206,0.030801117483135645
3,0.004100108114973168,0.8984820086027476,0.034901225598108813
4,0.00245896568120203,0.17802133729078998,0.037360191279310846
5,0.008031439938169509,0.2973076969547902,0.045391631217480355
6,0.013927579361713835,0.06300136364942396,0.05931921057919419
7,0.002765621066937458,0.23307632337078713,0.06208483164613165
8,0.023700735937164562,0.22509495497521048,0.08578556758329621
9,0.0014257085666360106,0.03876224712320501,0.08721127614993222
10,0.03306625739469184,1.0241525097762272,0.12027753354462406
11,0.012201714295826135,0.1288805474881422,0.1324792478404502
12,0.034947522218853666,0.2873511732460707,0.16742677005930387
13,0.020202082340096062,1.019108655499753,0.18762885239939994
14,0.0008905575266803369,0.16700387607138012,0.18851940992608027
15,0.05256055893010568,0.9534130511448293,0.24107996885618593
16,0.05676133221627332,0.17661315553478157,0.29784130107245926
17,0.0012063943314365015,0.5807499517927127,0.29904769540389575
18,0.02740498430260491,0.3164823427979253,0.32645267970650066
19,0.021788982553690096,0.24102050278836173,0.34824166226019077
20,0.002257286143506054,0.13366247576094575,0.35049894840369683
21,0.0028863090078207485,0.17141250698268898,0.3533852574115176
22,0.014363569594719097,1.0427480716470068,0.3677488270062367
23,0.0560870808533816,0.010010801690689932,0.4238359078596183
24,0.07016634363964883,0.12481338256830066,0.49400225149926713
25,0.014374385249714352,0.005016163764638746,0.5083766367489815
26,0.06653019470006467,0.3129524304884456,0.5749068314490462
27,0.01767938212202396,0.08057785528403161,0.5925862135710701
28,0.0019821404693739367,0.8271724030602591,0.5945683540404441
29,0.04356564412356806,0.02393492978094149,0.6381339981640122
30,0.013261367192470218,0.2868106396756597,0.6513953653564823
31,0.027470101732549605,0.4170724424267272,0.678865467089032
32,0.026584138931777204,0.514385241884735,0.7054496060208092
33,0.023271223086232955,0.32627724624288396,0.7287208291070422
34,0.005915072348028323,0.21004190248181057,0.7346359014550705
35,0.017585983209768213,0.10604186564869639,0.7522218846648387
