fan_id,tiempo_entre_llegadas_min,tiempo_venta_min,tiempo_llegada_abs_min
1,0.016260537513516724,0.5665180849334425,0.016260537513516724
2,0.029445573415325273,0.153358591296098,0.045706110928842
3,0.03142097639210334,0.2607065447709544,0.07712708732094534
4,0.10276947461194202,0.31733700345189175,0.17989656193288736
5,0.017373148723385835,0.0139665906855855,0.1972697106562732
6,0.09726114327773877,0.061646261461933416,0.29453085393401196
7,0.22546655872562288,0.0020160246238361875,0.5199974126596348
8,0.03796119300884622,0.5565848749197759,0.5579586056684811
9,0.031868899942051374,0.31203192323225715,0.5898275056105324
10,0.018898727302847574,0.17991789159914953,0.60872623291338
11,0.0074266324394864774,0.3297077782422523,0.6161528653528665
12,0.012018478912677131,0.2772824581880872,0.6281713442655437
13,0.06490592479142769,0.06374987163712285,0.6930772690569713
14,0.014091688111220985,0.1559698276075782,0.7071689571681923
15,0.04719129445598827,0.3233520619556236,0.7543602516241805
16,0.012678514857190773,0.17539602842271443,0.7670387664813713
17,0.03159482704668189,0.030030407599888367,0.7986335935280532
18,0.036567107648398614,0.057594708723963065,0.8352007011764518
19,0.05058632456571885,0.404103508529347,0.8857870257421707
20,0.007894172738751903,0.23255942135084298,0.8936811984809226
21,0.040406859436100076,0.2168449686275218,0.9340880579170228
22,0.08650921005708745,0.09759018810682878,1.0205972679741102
23,0.01579384787623586,0.029624371528086335,1.036391115850346
24,0.02166715874679931,0.1882790543520082,1.0580582745971454
25,0.19025234932197488,0.31027048961161424,1.2483106239191204
26,0.012994139488177934,0.03796062288913516,1.2613047634072982
27,0.06570503595595954,0.19330724577481437,1.3270097993632577
28,0.01850375527730327,0.11835158988081092,1.345513554640561
29,0.06381648073424899,0.26347345398443134,1.40933003537481
30,0.05789211665467175,0.008251530038662438,1.4672221520294817
31,0.06323084960443967,0.038933730791341645,1.5304530016339213
32,0.01722720052000937,0.09563994143301116,1.5476802021539307
33,0.03750860046990215,0.2993511832816248,1.5851888026238328
34,0.09471739130482827,0.3943520275807498,1.679906193928661
35,0.035958982718166325,0.10979352089893714,1.7158651766468274
36,0.0005745583323380209,0.017758602570396468,1.7164397349791654
37,0.08333365208253693,0.6387963540510078,1.7997733870617023
38,0.021538831966788477,0.17095033445993704,1.8213122190284907
39,0.06665491357124083,0.026710752862516857,1.8879671325997316
40,0.01059638643962897,0.20887699055020334,1.8985635190393606
41,0.017050179912476364,0.35643624642828864,1.9156136989518369
42,0.09921399044006524,0.43298146517589653,2.014827689391902
43,0.04103313576034061,0.00792337339816808,2.0558608251522426
44,0.12356284437531094,0.05721762926424207,2.1794236695275533
45,0.017020303482854146,0.3274890681729037,2.1964439730104073
46,0.036594635130638445,0.2287699979737776,2.2330386081410456
47,0.05698077248945829,0.2874444127489458,2.290019380630504
48,0.2616123747326604,0.1494286623659292,2.5516317553631644
49,0.012426717569023273,0.13432515589386432,2.564058472932188
50,0.02510299214996474,0.20435529721931986,2.5891614650821526
51,0.0006803525439857662,0.2399603301754123,2.589841817626138
52,0.07249826919291652,0.06819217871151254,2.6623400868190545
53,0.18309975110600704,0.07301223880610973,2.8454398379250616
54,0.03560957673146094,0.008841208788260288,2.8810494146565224
55,0.01666117383645975,0.3033470183941615,2.8977105884929824
56,0.0019439332941413472,0.15305192020614275,2.8996545217871237
57,0.01767486900338021,0.10308957939205514,2.917329390790504
58,0.005869206892083315,0.1297920453778257,2.923198597682587
59,0.01921052566255306,0.2692529302306635,2.9424091233451404
60,0.015087130118167015,0.5962042482759243,2.9574962534633076
